modality,query,answer,pdf,page
infographic,What should we check the label for in packaged foods for a healthier option?,"Choose foods lower in fat, salt and sugars. ",1677614,64
infographic,What city in Horsetown USA that looking forward to Welcoming everyone Back in their City Facilities?,Norco,2031348,3
infographic,What are the FIS U.S. Networks?,"National banks, Regional banks, and Credit unions. ",1079847,13
infographic,Which section does content search and master data belong in?,Data.,1520433,8
infographic,"According to the Sustainable Development Goals,  what kind of water is the ideal?",Clean,2323377,41
infographic,What is China's Energy Strategy Target for 2030?,15% gas share of primary energy mix,1671275,30
infographic,How long can be broccoli florets and Robertsons Mixed Herbs be cooked when making of Cream of Broccoli and Cheese Soup?,5 minutes,1730970,32
infographic,What do you call to a group of cells that helps to form organs?,Tissue,2248028,6
infographic,What kills the cancer cell?,Cytotoxic T cell.,1427002,0
infographic,"Based on the Oracy & Dialogue of University of Cambridge Primary School, how many forms of talk did Neil Mercer classify?",3,2125717,7
infographic,"In the innovation lifecycle, what is the first step that you need to do?",Research,2248160,8
infographic,Before reaching funding options what are the two steps the business must go through prior?,Incorporating the Business and Trading Commences,1613287,1
infographic,What accommodations will at risk students receive?,A system dueled by sophisticated analytics over the cloud will help teachers identify students who are most at risk. Predict their roadblocks and then suggest measures to help them overcome their challenges.,1230116,19
infographic,What is blocking the New York Office from incoming connections?,Firewall.,1396160,5
infographic,How much Carbon Emission per capita was generated in 2020?,Less than 4.5 Tonnes,1617802,14
infographic,What is the next step after determining if available water supply is sufficient to meet priority demands?,Considering the need to reserve water to meet demand in future years.,1532957,8
infographic,What kind or version of Industry fall into the Manufacturing of BE Connected?,4,2283718,18
infographic,When will I learn the methodology?,PLO 1 and PLO 3.,1208142,24
infographic,What symptoms should I look out for when screening for COVID-19?,"Fever of 100.4 F or higher, cough or shortness of breath, and a lack of taste and smell.",1224094,29
infographic,"In the VANPOOL program, how many gallons of fuel can be saved?","545, 000 gallons",1768802,25
infographic,What does cortisol do to the brain?,Cortisol causes anxiety and depression headaches.,1016869,8
infographic,What are two ways the recycling system can be improved?,"Promoting the collection of all materials such as metals, paper, glass, and plastic as well as incentivizing the use of packaging that has better environmental performance.",1358738,23
infographic,How much of Lao PDR's population has mobile phones in 2016?,53%,1606393,75
infographic,What does support and development entail?,"Regular webinars, unlimited individual training, annual data updates, and presentation support.",1325846,47
infographic,"In the ECN Solar Energy Research Lines, what are the PV components of PV applications?","junction boxes, transformers",1753584,6
infographic,What was attributed to the low hydro generation in northern Europe in 2018?,Below-average rainfall throughout the year.,1112636,11
infographic,What should I avoid to keep myself and others healthy?,"Avoid touching your eyes, nose, and mouth with unwashed hands. ",1711512,2
infographic,"What does the acronym ""RAIN"" represent?","R- Recognize what's going on
A- Allow the experience to be there, just as it is
I- Investigate with kindness
N- Natural awareness which comes from not identifying with the experience",1655424,8
infographic,What is the measurement of how straight perforations' alignment with one another?,G,2400614,12
infographic,"In the prevention of the CyanoHAB, what approaches make less the likelihood of bloom development?",Physical or chemical strategies,2404514,0
infographic,What type of water will you add to the spinach mixture when making the Cream of Leek & Spinach Soup?,cold water,1730970,36
infographic,What is the origin of all known incurable health illnesses?,Inflammation,1767350,4
infographic,What is the street called when pedestrians have trees between them and the road to protect them?,Boulevard,1386502,31
infographic,What percentage did LTM Q1 2021 revenue generate through Hydraulics?,71%,1145567,79
infographic,"What is the result of drill & blast, load & haul, blended stockpile, grinding, crushing, and concentration?",Predict Simulate Optimise,2321888,40
infographic,How does one perform rescue breathing on a child?,"Keep the head tilted back, seal your mouth around the child's mouth and nose, and blow gently. Use only puffs from your cheeks for infants. Stop blowing as soon as the chest starts to rise. Repeat breaths at least 20 times a minute. ",1062601,31
infographic,Who is more at risk for COVID-19?,"Older adults and people of any age with underlying health conditions, such as diabetes, lung disease, or heart disease, are at greater risk of severe illness from COVID-19.",1304278,2
infographic,How many decibels does a Rock Band create?,110 dBA,1191805,3
infographic,How can I initiate the watershed plan?,"Implement management strategies, conduct monitoring, and conduct information/education activities. ",1418118,4
infographic,When will live pilots of EOL IMS software components take place in the NIMS project?,2020/21,1648784,6
infographic,What is the model where people live near their work?,The 'urban village' model.,1420291,34
infographic,"For ICUs, what do I do after I put on inner gloves?",Step into legs of coverall and place coverall over boot covers and pull towards arms and shoulders and pull half way up.,1629701,101
infographic,"If the police stops a deaf driver, what should the driver have?",Visor card attached to the driver's side sun visor.,1393736,7
infographic,What is used in preclinical research?,Animal models with or without AKI.,1426362,11
